route_id,origin,destination,estimated_road_km,truck_type,capacity_mt,assumed_rate_rs_per_km,estimated_toll_rs,loading_unloading_rs,estimated_total_trip_cost_rs,data_status
T0343,Kota,Hanumangarh,651.2,LCV 6T,6.0,35.43,562.0,500,24134.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0344,Bhilwara,Sri Ganganagar,655.7,Tata Ace / mini,1.0,25.58,677.0,650,18099.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0345,Sikar,Alwar,188.7,LCV 6T,6.0,35.14,207.0,650,7489.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0346,Bhilwara,Udaipur,161.1,Truck 16T,16.0,44.67,156.0,300,7650.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0347,Bikaner,Sikar,237.5,LCV 6T,6.0,30.37,296.0,650,8159.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0348,Barmer,Jodhpur,219.4,Tata Ace / mini,1.0,23.38,249.0,500,5880.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0349,Bhilwara,Bikaner,416.5,Tata Ace / mini,1.0,23.04,664.0,300,10561.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0350,Bikaner,Bharatpur,540.9,Truck 16T,16.0,45.47,524.0,1000,26117.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0351,Bhilwara,Kota,159.2,Truck 10T,10.0,41.32,136.0,800,7515.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0352,Bikaner,Jaipur,350.3,LCV 6T,6.0,33.72,489.0,650,12950.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0353,Alwar,Udaipur,563.8,Truck 10T,10.0,37.33,777.0,800,22625.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0354,Nagaur,Bhilwara,288.1,Tata Ace / mini,1.0,27.48,309.0,800,9027.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0355,Ajmer,Bikaner,279.9,LCV 6T,6.0,38.37,285.0,800,11826.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0356,Bhilwara,Chittorgarh,65.1,Tata Ace / mini,1.0,22.03,23.0,800,2258.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0357,Bikaner,Ajmer,279.9,Truck 10T,10.0,40.11,231.0,500,11959.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0358,Udaipur,Sikar,467.5,Truck 10T,10.0,37.54,408.0,300,18257.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0359,Alwar,Bikaner,423.7,Truck 10T,10.0,39.49,456.0,1000,18187.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0360,Barmer,Bhilwara,420.0,Pickup 2T,2.0,31.72,321.0,400,14043.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0361,Alwar,Sikar,188.7,Truck 16T,16.0,57.53,153.0,650,11661.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0362,Barmer,Chittorgarh,433.4,Tata Ace / mini,1.0,20.81,369.0,1000,10387.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0363,Udaipur,Hanumangarh,715.4,Tata Ace / mini,1.0,23.5,788.0,1000,18599.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0364,Sri Ganganagar,Jaipur,488.3,Truck 16T,16.0,58.36,524.0,800,29821.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0365,Kota,Sri Ganganagar,713.0,Truck 10T,10.0,36.47,832.0,1000,27837.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0366,Sri Ganganagar,Kota,713.0,Tata Ace / mini,1.0,20.7,1129.0,1000,16889.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0367,Sikar,Bikaner,237.5,Truck 10T,10.0,43.1,206.0,400,10843.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0368,Kota,Jaipur,242.0,Pickup 2T,2.0,24.86,199.0,400,6614.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0369,Bikaner,Bhilwara,416.5,Truck 16T,16.0,49.97,400.0,300,21514.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0370,Barmer,Bhilwara,420.0,Pickup 2T,2.0,29.82,348.0,300,13172.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0371,Alwar,Hanumangarh,407.9,Pickup 2T,2.0,27.0,569.0,650,12232.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0372,Jaipur,Sikar,128.6,Tata Ace / mini,1.0,24.08,72.0,800,3970.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0373,Bhilwara,Bharatpur,452.3,Truck 16T,16.0,52.49,455.0,400,24595.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0374,Sikar,Alwar,188.7,Truck 10T,10.0,47.22,147.0,650,9709.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0375,Bikaner,Hanumangarh,255.6,Pickup 2T,2.0,24.99,256.0,1000,7643.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0376,Bhilwara,Jodhpur,242.5,Tata Ace / mini,1.0,21.17,188.0,800,6122.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0377,Ajmer,Nagaur,157.2,Tata Ace / mini,1.0,23.82,210.0,300,4254.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0378,Udaipur,Ajmer,290.9,Pickup 2T,2.0,30.27,304.0,1000,10109.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0379,Sikar,Alwar,188.7,LCV 6T,6.0,34.88,231.0,300,7114.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0380,Nagaur,Sikar,186.9,Truck 10T,10.0,36.39,216.0,500,7516.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0381,Sri Ganganagar,Bikaner,276.8,Truck 16T,16.0,57.38,243.0,400,16526.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0382,Bikaner,Udaipur,491.9,Truck 16T,16.0,58.22,653.0,1000,30293.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0383,Ajmer,Alwar,297.7,Truck 16T,16.0,52.34,334.0,300,16216.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0384,Sri Ganganagar,Udaipur,757.3,Tata Ace / mini,1.0,23.34,977.0,1000,19651.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0385,Hanumangarh,Barmer,658.5,Pickup 2T,2.0,31.73,520.0,500,21914.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0386,Sri Ganganagar,Bharatpur,593.1,Truck 10T,10.0,45.1,988.0,500,28238.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0387,Bharatpur,Nagaur,477.1,Truck 16T,16.0,53.68,751.0,650,27011.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0388,Jodhpur,Bikaner,256.5,Truck 10T,10.0,46.6,355.0,800,13109.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0389,Chittorgarh,Jodhpur,281.5,Truck 16T,16.0,53.59,383.0,400,15871.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0390,Bikaner,Sikar,237.5,Tata Ace / mini,1.0,25.53,351.0,800,7215.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0391,Jodhpur,Udaipur,251.4,Tata Ace / mini,1.0,22.01,226.0,500,6260.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0392,Nagaur,Bharatpur,477.1,Truck 16T,16.0,52.22,486.0,500,25899.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0393,Hanumangarh,Alwar,407.9,Truck 16T,16.0,47.06,652.0,400,20247.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0394,Nagaur,Sikar,186.9,Truck 16T,16.0,54.82,158.0,800,11203.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0395,Sri Ganganagar,Bhilwara,655.7,Pickup 2T,2.0,31.68,1041.0,400,22213.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0396,Barmer,Hanumangarh,658.5,LCV 6T,6.0,32.28,919.0,1000,23176.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0397,Jodhpur,Hanumangarh,503.3,LCV 6T,6.0,32.45,585.0,800,17716.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0398,Ajmer,Kota,235.7,LCV 6T,6.0,37.66,197.0,1000,10075.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0399,Nagaur,Sikar,186.9,Pickup 2T,2.0,32.87,236.0,500,6879.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0400,Alwar,Sri Ganganagar,480.0,Truck 10T,10.0,46.04,762.0,650,23509.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0401,Jodhpur,Sikar,331.8,Pickup 2T,2.0,26.55,255.0,300,9365.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0402,Sri Ganganagar,Nagaur,385.0,Truck 16T,16.0,59.74,277.0,400,23675.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0403,Barmer,Bharatpur,805.2,Truck 10T,10.0,42.37,1370.0,800,36286.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0404,Nagaur,Bharatpur,477.1,Truck 16T,16.0,53.08,437.0,300,26060.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0405,Sri Ganganagar,Bhilwara,655.7,Truck 10T,10.0,44.33,786.0,650,30503.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0406,Sikar,Kota,353.3,Pickup 2T,2.0,25.81,364.0,300,9782.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0407,Jaipur,Nagaur,263.5,Tata Ace / mini,1.0,22.22,301.0,500,6656.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0408,Ajmer,Barmer,426.2,Tata Ace / mini,1.0,27.41,574.0,400,12657.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0409,Jaipur,Bhilwara,267.0,Truck 16T,16.0,44.96,207.0,800,13013.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0410,Chittorgarh,Bharatpur,494.8,LCV 6T,6.0,35.16,469.0,800,18667.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0411,Udaipur,Hanumangarh,715.4,LCV 6T,6.0,41.13,779.0,400,30602.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0412,Ajmer,Jaipur,160.1,Truck 16T,16.0,53.35,188.0,400,9128.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0413,Barmer,Nagaur,362.3,Truck 10T,10.0,38.84,456.0,400,14926.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0414,Kota,Udaipur,291.9,Truck 16T,16.0,59.66,269.0,650,18334.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0415,Kota,Hanumangarh,651.2,Pickup 2T,2.0,32.45,624.0,650,22405.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0416,Udaipur,Ajmer,290.9,Pickup 2T,2.0,33.18,271.0,300,10222.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0417,Alwar,Bhilwara,404.3,LCV 6T,6.0,35.22,605.0,650,15495.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0418,Bikaner,Alwar,423.7,Pickup 2T,2.0,25.0,338.0,1000,11930.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0419,Bikaner,Hanumangarh,255.6,Pickup 2T,2.0,31.39,255.0,800,9077.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0420,Barmer,Sri Ganganagar,668.3,Tata Ace / mini,1.0,24.33,673.0,1000,17932.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0421,Bikaner,Sri Ganganagar,276.8,Truck 16T,16.0,49.48,194.0,800,14690.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0422,Udaipur,Sri Ganganagar,757.3,Truck 10T,10.0,44.49,841.0,1000,35531.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0423,Kota,Udaipur,291.9,Truck 10T,10.0,38.36,303.0,400,11900.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0424,Sikar,Hanumangarh,298.4,Truck 10T,10.0,39.84,391.0,400,12679.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0425,Sri Ganganagar,Udaipur,757.3,Truck 10T,10.0,49.45,1066.0,800,39312.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0426,Alwar,Bhilwara,404.3,Tata Ace / mini,1.0,23.62,583.0,650,10783.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0427,Udaipur,Sikar,467.5,LCV 6T,6.0,34.57,552.0,1000,17712.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0428,Bikaner,Sri Ganganagar,276.8,Tata Ace / mini,1.0,23.5,272.0,500,7277.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0429,Sikar,Bharatpur,303.8,Truck 10T,10.0,38.21,269.0,800,12677.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0430,Bhilwara,Jodhpur,242.5,Truck 16T,16.0,52.49,202.0,300,13232.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0431,Sri Ganganagar,Sikar,362.6,Tata Ace / mini,1.0,26.09,287.0,400,10147.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0432,Kota,Udaipur,291.9,Truck 16T,16.0,44.8,221.0,500,13798.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0433,Bikaner,Ajmer,279.9,LCV 6T,6.0,31.7,297.0,400,9571.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0434,Alwar,Sri Ganganagar,480.0,LCV 6T,6.0,32.0,381.0,300,16039.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0435,Udaipur,Jaipur,424.8,Truck 16T,16.0,54.47,610.0,1000,24747.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0436,Ajmer,Bharatpur,379.6,Truck 16T,16.0,51.52,415.0,400,20371.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0437,Alwar,Jaipur,140.8,Pickup 2T,2.0,30.03,88.0,300,4615.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0438,Bharatpur,Nagaur,477.1,Pickup 2T,2.0,29.34,690.0,800,15488.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0439,Barmer,Sikar,544.5,Pickup 2T,2.0,25.53,874.0,400,15174.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0440,Barmer,Jaipur,583.9,LCV 6T,6.0,40.26,852.0,800,25159.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0441,Nagaur,Jaipur,263.5,Truck 16T,16.0,52.07,192.0,400,14313.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0442,Ajmer,Jaipur,160.1,Truck 10T,10.0,38.18,112.0,800,7024.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0443,Nagaur,Sikar,186.9,Truck 16T,16.0,56.53,185.0,650,11399.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0444,Ajmer,Chittorgarh,222.2,Tata Ace / mini,1.0,25.71,175.0,800,6688.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0445,Barmer,Jaipur,583.9,Tata Ace / mini,1.0,27.86,509.0,500,17276.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0446,Bikaner,Jodhpur,256.5,Truck 10T,10.0,45.49,259.0,800,12728.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0447,Chittorgarh,Sri Ganganagar,720.0,Truck 16T,16.0,51.47,984.0,800,38845.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0448,Sikar,Barmer,544.5,Truck 16T,16.0,53.24,826.0,650,30463.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0449,Barmer,Bharatpur,805.2,Truck 16T,16.0,58.99,740.0,650,48888.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0450,Ajmer,Barmer,426.2,Tata Ace / mini,1.0,21.66,541.0,500,10273.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0451,Nagaur,Bharatpur,477.1,Tata Ace / mini,1.0,24.84,530.0,650,13031.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0452,Bharatpur,Sikar,303.8,Tata Ace / mini,1.0,22.52,263.0,300,7404.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0453,Alwar,Sri Ganganagar,480.0,Pickup 2T,2.0,28.5,612.0,1000,15291.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0454,Ajmer,Bhilwara,157.1,LCV 6T,6.0,34.76,110.0,400,5970.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0455,Hanumangarh,Bikaner,255.6,LCV 6T,6.0,35.84,273.0,650,10082.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0456,Sikar,Alwar,188.7,Truck 10T,10.0,37.83,262.0,400,7802.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0457,Ajmer,Bhilwara,157.1,Tata Ace / mini,1.0,22.36,100.0,650,4262.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0458,Hanumangarh,Sri Ganganagar,72.3,Truck 10T,10.0,37.09,35.0,800,3517.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0459,Jodhpur,Bikaner,256.5,Tata Ace / mini,1.0,27.47,361.0,650,8057.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0460,Kota,Sikar,353.3,LCV 6T,6.0,32.32,539.0,400,12356.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0461,Jaipur,Kota,242.0,Pickup 2T,2.0,31.44,275.0,300,8182.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0462,Jaipur,Jodhpur,364.5,Pickup 2T,2.0,30.31,380.0,650,12079.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0463,Sri Ganganagar,Sikar,362.6,Truck 16T,16.0,51.36,459.0,500,19581.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0464,Sikar,Jaipur,128.6,Truck 16T,16.0,53.37,149.0,650,7665.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0465,Sri Ganganagar,Barmer,668.3,Truck 16T,16.0,44.58,992.0,1000,31783.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0466,Chittorgarh,Udaipur,125.8,Truck 16T,16.0,45.08,152.0,650,6475.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0467,Sikar,Bhilwara,328.4,Truck 10T,10.0,46.24,414.0,400,16001.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0468,Ajmer,Barmer,426.2,Pickup 2T,2.0,24.93,457.0,650,11733.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0469,Alwar,Jaipur,140.8,Tata Ace / mini,1.0,22.42,177.0,400,3733.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0470,Sri Ganganagar,Udaipur,757.3,Pickup 2T,2.0,28.18,1166.0,400,22905.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0471,Sri Ganganagar,Jodhpur,532.5,Truck 16T,16.0,48.08,845.0,300,26748.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0472,Kota,Ajmer,235.7,Tata Ace / mini,1.0,22.12,251.0,300,5766.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0473,Alwar,Bikaner,423.7,Pickup 2T,2.0,33.25,496.0,300,14883.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0474,Bhilwara,Bikaner,416.5,LCV 6T,6.0,37.4,670.0,650,16898.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0475,Bharatpur,Udaipur,612.8,Truck 16T,16.0,52.77,975.0,1000,34313.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0476,Sikar,Bhilwara,328.4,LCV 6T,6.0,36.32,423.0,1000,13352.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0477,Udaipur,Jodhpur,251.4,LCV 6T,6.0,39.67,334.0,400,10708.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0478,Alwar,Nagaur,370.0,Tata Ace / mini,1.0,23.47,354.0,800,9838.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0479,Bharatpur,Bikaner,540.9,Truck 10T,10.0,36.72,697.0,500,21058.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0480,Kota,Nagaur,392.6,Pickup 2T,2.0,29.55,580.0,400,12580.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0481,Hanumangarh,Alwar,407.9,Truck 10T,10.0,48.67,635.0,1000,21487.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0482,Jodhpur,Hanumangarh,503.3,LCV 6T,6.0,34.95,556.0,800,18945.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0483,Sikar,Bharatpur,303.8,Tata Ace / mini,1.0,21.94,375.0,1000,8040.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0484,Kota,Barmer,579.1,LCV 6T,6.0,41.11,462.0,650,24920.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0485,Nagaur,Sri Ganganagar,385.0,Pickup 2T,2.0,28.14,613.0,500,11946.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0486,Sikar,Kota,353.3,LCV 6T,6.0,32.83,526.0,650,12774.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0487,Hanumangarh,Sri Ganganagar,72.3,Truck 16T,16.0,47.42,40.0,400,3868.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0488,Bharatpur,Alwar,119.8,Truck 16T,16.0,56.87,91.0,800,7705.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0489,Sikar,Udaipur,467.5,Truck 10T,10.0,47.94,385.0,300,23095.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0490,Barmer,Chittorgarh,433.4,Tata Ace / mini,1.0,21.2,483.0,300,9970.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0491,Hanumangarh,Barmer,658.5,Pickup 2T,2.0,33.92,496.0,400,23233.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0492,Jaipur,Ajmer,160.1,LCV 6T,6.0,41.8,140.0,1000,7831.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0493,Hanumangarh,Nagaur,346.8,LCV 6T,6.0,37.99,272.0,400,13846.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0494,Hanumangarh,Bharatpur,520.8,LCV 6T,6.0,31.2,864.0,300,17414.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0495,Jaipur,Udaipur,424.8,Tata Ace / mini,1.0,26.57,382.0,400,12068.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0496,Hanumangarh,Sri Ganganagar,72.3,Truck 10T,10.0,37.51,45.0,800,3557.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0497,Nagaur,Jodhpur,164.1,Tata Ace / mini,1.0,26.65,135.0,300,4808.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0498,Bikaner,Udaipur,491.9,LCV 6T,6.0,31.89,712.0,800,17199.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0499,Kota,Bikaner,515.1,Truck 16T,16.0,47.58,515.0,650,25674.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
T0500,Nagaur,Sikar,186.9,Pickup 2T,2.0,30.95,237.0,500,6521.0,SYNTHETIC/DERIVED PROTOTYPE - get live transporter quote for production
